,color,weight,movability,material,shape,size,name,picking,powering,disassembly
633,5,1,1,3,2,2,20,1,1,1
634,9,1,1,4,2,2,6,1,1,1
635,8,1,1,4,3,2,6,1,1,1
636,10,2,1,2,3,2,18,1,1,3
637,7,1,1,2,2,1,15,2,1,1
638,5,1,1,3,3,2,8,1,1,1
639,2,1,1,2,6,1,17,1,1,1
640,4,1,1,2,3,2,16,1,1,1
641,12,2,1,1,3,2,11,2,1,1
642,3,1,1,4,3,2,8,1,1,1
643,8,2,1,1,3,2,11,2,1,1
644,9,1,1,4,2,2,6,1,1,1
645,5,1,1,3,5,2,8,1,1,1
646,2,1,1,2,6,1,7,1,1,1
647,6,1,1,2,3,2,16,1,1,1
648,2,3,2,2,2,3,9,2,2,2
649,8,2,1,2,3,2,18,1,1,3
650,11,1,1,2,1,3,1,1,1,1
651,5,1,1,3,3,2,8,1,1,1
652,12,1,1,4,3,2,8,1,1,1
653,10,2,1,5,5,2,4,1,1,1
654,8,2,1,2,3,2,18,1,1,3
655,2,1,1,2,6,1,10,1,1,1
656,2,1,1,2,6,1,7,1,1,1
657,2,1,1,2,6,1,7,1,1,1
658,5,1,1,3,2,2,20,1,1,1
659,2,1,1,2,3,2,18,1,1,3
660,5,1,1,3,2,2,20,1,1,1
661,2,1,1,2,6,1,7,1,1,1
662,1,1,1,4,3,2,6,1,1,1
663,5,1,1,3,3,2,8,1,1,1
664,2,1,1,2,6,1,7,1,1,1
665,2,1,1,2,6,1,7,1,1,1
666,5,1,1,3,5,2,8,1,1,1
667,5,1,1,3,3,2,8,1,1,1
668,8,2,1,2,3,2,18,1,1,3
669,5,1,1,3,3,2,8,1,1,1
670,8,3,2,2,5,3,19,3,2,2
671,8,2,1,1,3,2,11,2,1,1
672,12,2,1,1,1,1,13,1,1,1
673,1,1,1,6,5,3,4,1,1,1
674,6,1,1,4,3,2,8,1,1,1
675,4,1,1,4,3,2,8,1,1,1
676,7,2,1,1,3,2,11,2,1,1
677,3,1,1,4,3,2,8,1,1,1
678,1,2,1,4,4,2,3,1,1,1
679,6,2,1,2,3,2,18,1,1,3
680,5,1,1,3,2,2,20,1,1,1
681,3,1,1,4,3,2,8,1,1,1
682,2,1,1,2,6,1,10,1,1,1
683,8,3,2,4,3,3,2,3,2,3
684,9,1,1,4,6,1,10,1,1,1
685,5,1,1,3,3,2,8,1,1,1
686,5,2,1,3,4,2,3,1,1,1
687,1,2,1,2,3,2,18,1,1,3
688,3,1,1,4,2,2,20,1,1,1
689,7,3,1,2,2,3,12,2,1,2
690,7,3,1,2,2,3,14,2,1,3
691,2,3,2,2,5,3,19,3,2,2
692,5,1,1,3,3,2,8,1,1,1
693,2,1,1,2,2,1,15,2,1,1
694,5,1,1,3,3,2,8,1,1,1
695,7,2,1,1,3,2,11,2,1,1
696,2,1,1,2,6,1,7,1,1,1
697,2,1,1,2,6,1,7,1,1,1
698,8,3,2,2,5,3,19,3,2,2
699,7,2,1,1,3,2,11,2,1,1
700,7,1,1,2,2,1,15,2,1,1
701,12,1,1,4,3,2,6,1,1,1
702,7,1,1,2,2,1,15,2,1,1
703,9,3,2,4,2,3,5,3,2,3
704,1,1,1,4,3,2,6,1,1,1
705,7,2,1,1,3,2,11,2,1,1
706,8,3,2,2,2,3,9,2,1,2
707,9,1,1,4,6,1,17,1,1,1
708,5,1,1,3,5,2,8,1,1,1
709,10,1,1,6,5,3,4,1,1,1
710,2,3,2,2,5,3,19,3,2,2
711,9,2,1,1,4,2,3,1,1,1
712,10,2,1,5,5,2,4,1,1,1
713,5,1,1,3,2,2,20,1,1,1
714,12,2,1,2,3,2,18,1,1,3
715,5,1,1,3,2,2,20,1,1,1
716,3,2,1,2,3,2,18,1,1,3
717,4,2,1,1,3,2,11,2,1,1
718,9,1,1,4,6,1,17,1,1,1
719,4,2,1,2,3,2,18,1,1,3
720,2,3,2,2,5,3,19,3,2,2
721,5,1,1,3,5,2,8,1,1,1
722,2,1,1,2,6,1,17,1,1,1
723,7,1,1,2,2,1,15,2,1,1
724,10,1,1,6,1,3,1,1,1,1
725,9,2,1,1,4,1,3,1,1,1
726,5,1,1,3,2,2,20,1,1,1
727,5,1,1,3,2,2,20,1,1,1
728,11,1,1,2,1,3,1,1,1,1
729,5,1,1,3,3,2,8,1,1,1
730,5,1,1,3,2,2,20,1,1,1
731,9,1,1,4,6,1,10,1,1,1
732,9,1,1,4,6,1,7,1,1,1
733,5,1,1,3,3,2,8,1,1,1
734,6,1,1,2,3,2,16,1,1,1
735,7,2,1,1,3,2,11,2,1,1
736,5,1,1,3,2,2,20,1,1,1
737,9,1,1,4,2,2,6,1,1,1
738,1,2,1,2,3,2,18,1,1,3
739,4,1,1,6,1,2,1,1,1,1
740,5,1,1,3,2,2,20,1,1,1
741,1,2,1,2,3,2,18,1,1,3
742,1,2,1,1,3,2,11,2,1,1
743,2,1,1,2,3,2,18,1,1,3
744,2,1,1,2,6,1,10,1,1,1
745,9,2,1,1,1,2,13,1,1,1
746,6,3,2,4,3,3,2,3,2,3
747,7,2,1,1,3,2,11,2,1,1
748,5,1,1,3,2,2,20,1,1,1
749,5,1,1,3,2,2,20,1,1,1
750,8,2,1,1,3,2,11,2,1,1
751,8,2,1,1,3,2,11,2,1,1
752,3,1,1,4,3,1,6,1,1,1
753,5,2,1,3,4,2,3,1,1,1
754,1,1,1,4,2,2,20,1,1,1
755,5,1,1,3,3,2,8,1,1,1
756,2,1,1,2,6,1,17,1,1,1
757,3,2,1,2,3,2,18,1,1,3
758,12,1,1,4,3,2,8,1,1,1
759,3,1,1,2,3,2,16,1,1,1
760,2,3,2,2,2,3,9,2,2,2
761,7,2,1,1,3,2,11,2,1,1
762,2,1,1,2,6,1,7,1,1,1
763,1,1,1,4,5,3,4,1,1,1
764,2,1,1,2,6,1,10,1,1,1
765,11,1,1,2,1,3,1,1,1,1
766,6,1,1,4,3,2,8,1,1,1
767,3,3,2,4,3,3,2,3,2,3
768,6,3,2,4,3,3,2,3,2,3
769,2,1,1,2,6,1,7,1,1,1
770,7,2,1,1,3,2,11,2,1,1
771,7,1,1,2,2,1,15,2,1,1
772,2,1,1,2,6,1,10,1,1,1
773,7,1,1,2,2,1,15,2,1,1
774,7,3,1,2,2,3,12,2,1,2
775,5,1,1,3,2,2,20,1,1,1
776,7,3,2,4,3,3,5,3,2,3
777,2,1,1,2,6,1,17,1,1,1
778,9,1,1,4,2,2,6,1,1,1
779,5,2,1,3,4,2,3,1,1,1
780,4,1,1,6,5,3,4,1,1,1
781,5,1,1,3,3,2,8,1,1,1
782,3,2,1,2,3,2,18,1,1,3
783,1,3,2,2,2,3,9,2,1,2
784,8,2,1,1,3,2,11,2,1,1
785,5,2,1,3,4,2,3,1,1,1
786,2,1,1,2,6,1,17,1,1,1
787,5,1,1,3,2,2,20,1,1,1
788,5,1,1,3,3,2,8,1,1,1
789,5,1,1,3,3,2,8,1,1,1
790,5,1,1,3,3,2,8,1,1,1
791,7,1,1,2,2,1,15,2,1,1
792,2,3,2,2,2,3,9,2,2,2
793,7,1,1,2,2,1,15,2,1,1
794,5,1,1,3,2,2,20,1,1,1
795,2,1,1,2,6,1,10,1,1,1
796,10,1,1,4,3,2,8,1,1,1
797,5,2,1,3,4,2,3,1,1,1
798,9,1,1,4,6,1,17,1,1,1
799,3,1,1,4,3,1,6,1,1,1
800,8,3,2,2,5,3,19,3,2,2
801,2,1,1,2,6,1,10,1,1,1
802,7,1,1,2,2,1,15,2,1,1
803,2,1,1,2,6,1,17,1,1,1
804,12,1,1,4,3,2,8,1,1,1
805,2,1,1,2,6,1,17,1,1,1
806,3,3,2,4,3,3,2,3,2,3
807,5,1,1,3,3,2,8,1,1,1
808,9,1,1,4,6,1,10,1,1,1
809,2,1,1,2,6,1,7,1,1,1
810,5,1,1,3,2,2,20,1,1,1
811,5,1,1,3,5,2,8,1,1,1
812,3,1,1,4,3,2,6,1,1,1
813,10,2,1,2,2,3,12,2,1,2
814,6,1,1,4,2,2,20,1,1,1
815,7,3,1,2,2,3,14,2,1,3
816,10,2,1,1,3,2,11,2,1,1
817,7,3,1,2,2,3,14,2,1,3
818,5,1,1,3,3,2,8,1,1,1
819,1,3,2,4,3,3,2,3,2,3
820,5,1,1,3,3,2,8,1,1,1
821,8,2,1,1,3,2,11,2,1,1
822,5,1,1,3,2,2,20,1,1,1
823,7,1,1,2,2,1,15,2,1,1
824,5,1,1,3,3,2,8,1,1,1
825,10,1,1,4,3,2,18,1,1,3
826,5,1,1,3,5,2,8,1,1,1
827,3,1,1,2,3,2,16,1,1,1
828,10,2,1,4,4,2,3,1,1,1
829,1,1,1,4,2,2,20,1,1,1
830,7,1,1,2,2,1,15,2,1,1
831,2,3,1,2,3,2,14,2,1,3
832,7,1,1,2,2,1,15,2,1,1
833,2,1,1,2,6,1,7,1,1,1
834,5,1,1,3,2,2,20,1,1,1
835,1,1,1,4,3,2,6,1,1,1
836,5,1,1,3,5,2,8,1,1,1
837,1,3,2,2,2,3,9,2,1,2
838,10,3,2,4,2,3,2,3,2,3
839,8,2,1,1,3,2,11,2,1,1
840,8,2,1,1,3,2,11,2,1,1
841,7,1,1,2,2,1,15,2,1,1
842,5,1,1,3,3,2,8,1,1,1
843,5,1,1,3,3,2,8,1,1,1
844,10,2,1,2,3,2,18,1,1,3
845,2,1,1,2,6,1,7,1,1,1
846,7,2,1,1,3,2,11,2,1,1
847,7,3,2,4,3,3,5,3,2,3
848,5,1,1,3,2,2,20,1,1,1
849,9,2,1,1,4,2,3,1,1,1
850,6,1,1,4,2,2,20,1,1,1
851,11,1,1,2,1,3,1,1,1,1
852,7,3,1,2,2,3,14,2,1,3
853,5,1,1,3,3,2,8,1,1,1
854,10,3,2,2,2,3,9,2,1,2
855,9,1,1,4,6,1,7,1,1,1
856,9,1,1,4,6,1,10,1,1,1
857,10,2,1,1,4,2,3,1,1,1
858,8,1,1,2,3,2,16,1,1,1
859,7,1,1,2,2,1,15,2,1,1
860,5,1,1,3,2,2,20,1,1,1
861,5,2,1,3,4,2,3,1,1,1
862,6,2,1,2,3,2,18,1,1,3
863,7,3,2,4,3,3,5,3,2,3
864,1,1,1,4,2,2,20,1,1,1
865,3,3,2,4,3,3,2,3,2,3
866,10,2,1,5,2,3,4,1,1,1
867,5,1,1,3,2,2,20,1,1,1
868,6,2,1,2,3,2,18,1,1,3
869,2,1,1,2,3,2,18,1,1,3
870,4,1,1,4,3,1,8,1,1,1
871,9,2,1,1,1,2,13,1,1,1
872,2,1,1,2,6,1,7,1,1,1
873,5,1,1,3,2,2,20,1,1,1
874,5,1,1,3,3,2,8,1,1,1
875,5,1,1,3,2,2,20,1,1,1
876,10,2,1,5,5,2,4,1,1,1
877,5,1,1,3,5,2,8,1,1,1
878,5,1,1,3,3,2,8,1,1,1
879,6,1,1,4,3,2,8,1,1,1
880,5,1,1,3,2,2,20,1,1,1
881,10,2,1,2,2,3,12,2,1,2
882,10,1,1,4,3,2,6,1,1,1
883,2,1,1,2,3,2,18,1,1,3
884,7,1,1,2,2,1,15,2,1,1
885,6,1,1,4,3,2,8,1,1,1
886,2,3,2,2,5,3,19,3,2,2
887,1,1,1,2,3,2,16,1,1,1
888,2,1,1,2,6,1,17,1,1,1
889,12,1,1,6,5,3,4,1,1,1
890,6,2,1,1,3,2,11,2,1,1
891,12,1,1,4,2,2,20,1,1,1
892,2,3,2,2,5,3,19,3,2,2
893,10,3,2,4,2,3,2,3,2,3
894,8,3,2,4,3,3,2,3,2,3
895,2,1,1,2,3,2,18,1,1,3
896,2,1,1,2,6,1,17,1,1,1
897,10,2,1,2,2,3,12,2,1,2
898,4,2,1,1,3,1,11,2,1,1
899,2,1,1,2,6,1,17,1,1,1
900,7,2,1,1,3,2,11,2,1,1
901,7,1,1,2,2,1,15,2,1,1
902,2,1,1,2,6,1,17,1,1,1
903,10,2,1,1,4,2,3,1,1,1
904,5,1,1,3,3,2,8,1,1,1
905,7,2,1,1,3,2,11,2,1,1
906,2,1,1,2,6,1,10,1,1,1
907,4,1,1,2,3,2,16,1,1,1
908,7,1,1,2,2,1,15,2,1,1
909,5,1,1,3,2,2,20,1,1,1
910,8,1,1,2,3,2,16,1,1,1
911,9,1,1,4,6,1,17,1,1,1
912,7,3,1,2,2,3,14,2,1,3
913,2,1,1,2,6,1,10,1,1,1
914,10,2,1,2,3,2,18,1,1,3
915,9,1,1,4,2,2,6,1,1,1
916,4,2,1,2,3,2,18,1,1,3
917,9,2,1,1,4,2,3,1,1,1
918,12,2,1,4,4,2,3,1,1,1
919,5,2,1,3,4,2,3,1,1,1
920,5,1,1,3,3,2,8,1,1,1
921,6,1,1,6,1,2,1,1,1,1
922,3,1,1,4,5,3,4,1,1,1
923,8,1,1,2,3,2,16,1,1,1
924,5,1,1,3,3,2,8,1,1,1
925,7,3,1,2,2,3,14,2,1,3
926,2,1,1,2,6,1,17,1,1,1
927,5,1,1,3,3,2,8,1,1,1
928,2,1,1,2,6,1,17,1,1,1
929,2,1,1,2,3,2,18,1,1,3
930,6,1,1,4,3,2,8,1,1,1
931,9,2,1,1,4,1,3,1,1,1
932,5,1,1,3,3,2,8,1,1,1
933,5,1,1,3,2,2,20,1,1,1
934,10,2,1,1,3,2,11,2,1,1
935,5,1,1,3,3,2,8,1,1,1
936,2,1,1,2,2,1,15,2,1,1
937,5,1,1,3,2,2,20,1,1,1
938,6,3,2,4,3,3,2,3,2,3
939,8,2,1,2,3,2,18,1,1,3
940,5,1,1,3,2,2,20,1,1,1
941,5,1,1,3,2,2,20,1,1,1
942,6,2,1,2,3,2,18,1,1,3
943,12,2,1,2,3,2,18,1,1,3
944,6,2,1,1,1,2,13,1,1,1
945,3,2,1,1,3,2,11,2,1,1
946,2,1,1,2,6,1,17,1,1,1
947,10,2,1,2,2,3,12,2,1,2
948,5,1,1,3,5,2,8,1,1,1
949,1,2,1,1,3,2,11,2,1,1
950,3,1,1,2,3,2,16,1,1,1
951,5,1,1,3,3,2,8,1,1,1
952,3,1,1,4,3,2,8,1,1,1
953,3,1,1,4,3,2,18,1,1,3
954,7,2,1,1,3,2,11,2,1,1
955,8,2,1,1,3,2,11,2,1,1
956,2,1,1,2,3,2,18,1,1,3
957,2,1,1,2,6,1,7,1,1,1
958,5,1,1,3,2,2,20,1,1,1
959,2,1,1,2,6,1,17,1,1,1
960,1,2,1,1,1,2,13,1,1,1
961,2,1,1,2,6,1,17,1,1,1
962,12,2,1,1,3,1,11,2,1,1
963,7,2,1,1,3,2,11,2,1,1
964,7,3,1,2,2,3,14,2,1,3
965,5,1,1,3,2,2,20,1,1,1
966,2,1,1,2,6,1,17,1,1,1
967,5,2,1,3,4,2,3,1,1,1
968,9,1,1,4,6,1,17,1,1,1
969,10,2,1,5,5,2,4,1,1,1
970,3,1,1,4,3,2,8,1,1,1
971,12,3,2,4,3,3,2,3,2,3
972,5,1,1,3,2,2,20,1,1,1
973,10,2,1,5,2,3,4,1,1,1
974,5,1,1,3,3,2,8,1,1,1
975,8,3,2,2,5,3,19,3,2,2
976,8,1,1,4,3,2,8,1,1,1
977,8,2,1,1,3,2,11,2,1,1
978,2,1,1,2,2,1,15,2,1,1
979,11,1,1,2,1,3,1,1,1,1
980,3,1,1,6,5,3,4,1,1,1
981,9,3,2,4,2,3,5,3,2,3
982,5,1,1,3,2,2,20,1,1,1
983,10,2,1,5,5,2,4,1,1,1
984,12,3,2,2,2,3,9,2,1,2
985,8,1,1,2,3,2,16,1,1,1
986,2,3,2,2,2,3,9,2,2,2
987,5,1,1,3,2,2,20,1,1,1
988,7,2,1,1,3,2,11,2,1,1
989,2,1,1,2,6,1,17,1,1,1
990,2,1,1,2,6,1,17,1,1,1
991,5,2,1,3,4,2,3,1,1,1
992,9,2,1,1,1,2,13,1,1,1
993,2,1,1,2,6,1,10,1,1,1
994,7,3,2,4,3,3,5,3,2,3
995,2,1,1,2,6,1,10,1,1,1
996,5,1,1,3,2,2,20,1,1,1
997,5,1,1,3,2,2,20,1,1,1
998,8,2,1,1,3,2,11,2,1,1
999,8,3,2,2,5,3,19,3,2,2
1000,6,2,1,2,3,2,18,1,1,3
1001,5,1,1,3,3,2,8,1,1,1
1002,7,1,1,2,2,1,15,2,1,1
1003,7,1,1,2,2,1,15,2,1,1
1004,11,1,1,2,1,3,1,1,1,1
1005,7,2,1,1,3,2,11,2,1,1
1006,8,3,2,2,5,3,19,3,2,2
1007,9,2,1,1,1,2,13,1,1,1
1008,4,1,1,4,2,2,20,1,1,1
1009,2,1,1,2,6,1,17,1,1,1
1010,9,2,1,1,1,2,13,1,1,1
1011,2,1,1,2,6,1,17,1,1,1
1012,2,3,2,2,5,3,19,3,2,2
1013,10,2,1,1,4,2,3,1,1,1
1014,2,1,1,2,6,1,7,1,1,1
1015,5,1,1,3,5,2,8,1,1,1
1016,5,1,1,3,2,2,20,1,1,1
1017,5,1,1,3,2,2,20,1,1,1
1018,10,1,1,4,2,2,20,1,1,1
1019,11,1,1,2,1,3,1,1,1,1
1020,2,3,2,2,5,3,19,3,2,2
1021,10,2,1,2,2,3,12,2,1,2
1022,10,2,1,2,3,2,18,1,1,3
1023,2,1,1,2,6,1,7,1,1,1
1024,2,3,2,2,5,3,19,3,2,2
1025,5,1,1,3,3,2,8,1,1,1
1026,5,2,1,3,4,2,3,1,1,1
1027,10,2,1,1,3,1,11,2,1,1
1028,7,3,1,2,2,3,12,2,1,2
1029,2,3,2,2,2,3,9,2,2,2
1030,6,1,1,4,2,2,20,1,1,1
1031,5,1,1,3,3,2,8,1,1,1
1032,2,1,1,2,3,2,18,1,1,3
1033,12,2,1,1,3,1,11,2,1,1
1034,12,2,1,1,3,2,11,2,1,1
1035,2,1,1,2,6,1,10,1,1,1
1036,2,1,1,2,6,1,10,1,1,1
1037,2,3,2,2,2,3,9,2,2,2
1038,3,2,1,1,1,2,13,1,1,1
1039,5,1,1,3,2,2,20,1,1,1
1040,7,3,2,4,3,3,5,3,2,3
1041,5,2,1,3,4,2,3,1,1,1
1042,12,1,1,4,3,2,6,1,1,1
1043,5,1,1,3,2,2,20,1,1,1
1044,2,1,1,2,6,1,7,1,1,1
1045,10,2,1,2,2,3,12,2,1,2
1046,10,1,1,2,3,2,16,1,1,1
1047,2,1,1,2,6,1,7,1,1,1
1048,10,2,1,2,3,2,18,1,1,3
1049,9,1,1,4,6,1,17,1,1,1
1050,2,1,1,2,6,1,7,1,1,1
1051,5,1,1,3,3,2,8,1,1,1
1052,5,1,1,3,2,2,20,1,1,1
1053,6,1,1,4,3,1,6,1,1,1
1054,5,1,1,3,3,2,8,1,1,1
1055,5,1,1,3,3,2,8,1,1,1
1056,5,1,1,3,3,1,8,1,1,1
1057,10,3,2,4,3,3,2,3,2,3
1058,5,1,1,3,3,2,8,1,1,1
1059,5,2,1,3,4,2,3,1,1,1
1060,8,3,2,2,5,3,19,3,2,2
1061,6,1,1,4,3,2,8,1,1,1
1062,10,2,1,5,2,3,4,1,1,1
1063,8,3,2,2,5,3,19,3,2,2
1064,2,1,1,2,6,1,17,1,1,1
1065,7,2,1,1,3,2,11,2,1,1
1066,9,3,2,4,2,3,5,3,2,3
1067,11,1,1,2,1,2,1,1,1,1
1068,5,1,1,3,3,1,8,1,1,1
1069,8,1,1,4,2,2,20,1,1,1
1070,2,3,2,2,5,3,19,3,2,2
1071,2,3,2,2,5,3,19,3,2,2
1072,8,2,1,1,1,2,13,1,1,1
1073,12,1,1,4,2,2,20,1,1,1
1074,5,1,1,3,3,2,8,1,1,1
1075,2,1,1,2,6,1,17,1,1,1
1076,2,3,1,2,3,3,14,2,1,3
1077,2,1,1,2,6,1,17,1,1,1
1078,5,2,1,3,4,2,3,1,1,1
1079,5,2,1,3,4,2,3,1,1,1
1080,5,1,1,3,3,2,8,1,1,1
1081,2,1,1,2,6,1,17,1,1,1
1082,9,1,1,4,6,1,17,1,1,1
1083,9,2,1,1,4,2,3,1,1,1
1084,9,1,1,4,2,2,6,1,1,1
1085,5,1,1,3,3,2,8,1,1,1
1086,2,1,1,2,6,1,10,1,1,1
1087,7,1,1,2,2,1,15,2,1,1
1088,5,2,1,3,4,2,3,1,1,1
1089,5,1,1,3,3,2,8,1,1,1
1090,12,1,1,4,3,1,8,1,1,1
1091,5,1,1,3,2,2,20,1,1,1
1092,2,1,1,2,2,1,15,2,1,1
1093,10,2,1,1,3,1,11,2,1,1
1094,6,1,1,4,3,2,8,1,1,1
1095,1,2,1,2,3,2,18,1,1,3
1096,5,1,1,3,2,2,20,1,1,1
1097,2,1,1,2,3,2,18,1,1,3
1098,8,3,2,2,5,3,19,3,2,2
1099,2,1,1,2,6,1,10,1,1,1
1100,5,2,1,3,4,2,3,1,1,1
1101,2,1,1,2,6,1,17,1,1,1
1102,10,2,1,2,3,2,18,1,1,3
1103,5,1,1,3,2,2,20,1,1,1
1104,2,1,1,2,6,1,10,1,1,1
1105,10,1,1,6,5,3,4,1,1,1
1106,4,2,1,2,3,2,18,1,1,3
1107,10,2,1,1,4,2,3,1,1,1
1108,7,1,1,2,2,1,15,2,1,1
1109,9,2,1,1,4,1,3,1,1,1
1110,1,3,2,4,3,3,2,3,2,3
1111,4,3,2,4,3,3,2,3,2,3
1112,2,1,1,2,6,1,17,1,1,1
1113,10,2,1,1,3,1,11,2,1,1
1114,10,2,1,4,4,2,3,1,1,1
1115,4,3,2,2,2,3,9,2,1,2
1116,1,1,1,2,3,2,16,1,1,1
1117,10,2,1,1,4,2,3,1,1,1
1118,5,1,1,3,2,2,20,1,1,1
1119,10,2,1,1,4,2,3,1,1,1
1120,10,2,1,2,2,3,12,2,1,2
1121,4,1,1,2,3,2,16,1,1,1
1122,11,1,1,2,1,3,1,1,1,1
1123,5,1,1,3,3,2,8,1,1,1
1124,1,3,2,4,3,3,2,3,2,3
1125,5,1,1,3,3,2,8,1,1,1
1126,6,1,1,4,2,2,20,1,1,1
1127,9,2,1,1,4,1,3,1,1,1
1128,4,2,1,1,3,1,11,2,1,1
1129,12,2,1,1,3,1,11,2,1,1
1130,5,1,1,3,3,2,8,1,1,1
1131,5,1,1,3,2,2,20,1,1,1
1132,2,3,2,2,5,3,19,3,2,2
1133,2,1,1,2,2,1,15,2,1,1
1134,8,1,1,2,3,2,16,1,1,1
1135,9,2,1,1,1,2,13,1,1,1
1136,7,1,1,2,2,1,15,2,1,1
1137,2,3,2,2,5,3,19,3,2,2
1138,10,2,1,5,5,2,4,1,1,1
1139,5,1,1,3,3,2,8,1,1,1
1140,9,1,1,4,2,2,6,1,1,1
1141,10,1,1,6,1,3,1,1,1,1
1142,2,1,1,2,6,1,7,1,1,1
1143,12,1,1,4,3,2,8,1,1,1
1144,3,1,1,4,3,2,6,1,1,1
1145,12,1,1,4,3,1,6,1,1,1
1146,5,1,1,3,3,2,8,1,1,1
1147,6,1,1,2,3,2,16,1,1,1
1148,2,3,2,2,5,3,19,3,2,2
1149,8,1,1,4,2,2,20,1,1,1
1150,10,2,1,1,3,1,11,2,1,1
1151,3,2,1,2,3,2,18,1,1,3
1152,2,1,1,2,6,1,17,1,1,1
1153,7,2,1,1,3,2,11,2,1,1
1154,5,1,1,3,2,2,20,1,1,1
1155,7,3,1,2,2,3,14,2,1,3
1156,2,3,2,2,2,3,9,2,2,2
1157,2,1,1,2,6,1,10,1,1,1
1158,5,1,1,3,3,2,8,1,1,1
1159,6,1,1,4,3,2,6,1,1,1
1160,5,1,1,3,2,2,20,1,1,1
1161,5,1,1,3,3,1,8,1,1,1
1162,5,1,1,3,3,1,8,1,1,1
1163,5,1,1,3,2,2,20,1,1,1
1164,2,1,1,2,6,1,7,1,1,1
1165,9,1,1,4,6,1,10,1,1,1
1166,10,2,1,5,5,3,4,1,1,1
1167,5,1,1,3,5,2,8,1,1,1
1168,5,1,1,3,3,2,8,1,1,1
1169,5,1,1,3,3,2,8,1,1,1
1170,6,1,1,4,3,1,6,1,1,1
1171,7,1,1,2,2,1,15,2,1,1
1172,3,1,1,4,2,2,20,1,1,1
1173,5,1,1,3,2,2,20,1,1,1
1174,8,2,1,1,3,2,11,2,1,1
1175,7,1,1,2,2,1,15,2,1,1
1176,2,1,1,2,3,2,18,1,1,3
1177,9,1,1,4,6,1,17,1,1,1
1178,2,3,2,2,2,3,9,2,2,2
1179,4,2,1,1,3,1,11,2,1,1
1180,8,3,2,2,5,3,19,3,2,2
1181,7,3,2,4,3,3,5,3,2,3
1182,5,1,1,3,2,2,20,1,1,1
1183,8,1,1,4,3,2,18,1,1,3
1184,2,1,1,2,3,2,18,1,1,3
1185,3,1,1,6,5,3,4,1,1,1
1186,5,1,1,3,3,1,8,1,1,1
1187,7,3,2,4,3,3,5,3,2,3
1188,2,1,1,2,6,1,17,1,1,1
1189,2,1,1,2,6,1,17,1,1,1
1190,9,1,1,4,6,1,10,1,1,1
1191,2,1,1,2,6,1,17,1,1,1
1192,5,1,1,3,2,2,20,1,1,1
1193,5,1,1,3,2,2,20,1,1,1
1194,2,1,1,2,6,1,7,1,1,1
1195,4,2,1,2,3,2,18,1,1,3
1196,5,1,1,3,3,2,8,1,1,1
1197,5,1,1,3,2,2,20,1,1,1
1198,9,1,1,4,6,1,17,1,1,1
1199,2,3,2,2,2,3,9,2,2,2
1200,2,1,1,2,3,2,18,1,1,3
1201,12,1,1,4,3,1,8,1,1,1
1202,9,1,1,4,6,1,17,1,1,1
1203,5,1,1,3,2,2,20,1,1,1
1204,2,1,1,2,6,1,10,1,1,1
1205,7,3,1,2,2,3,14,2,1,3
1206,5,1,1,3,2,2,20,1,1,1
1207,8,1,1,4,3,2,18,1,1,3
1208,7,1,1,2,2,1,15,2,1,1
1209,9,1,1,4,6,1,10,1,1,1
1210,2,3,2,2,5,3,19,3,2,2
1211,5,1,1,3,5,2,8,1,1,1
1212,12,1,1,4,3,1,8,1,1,1
1213,9,1,1,4,2,2,6,1,1,1
1214,2,1,1,2,6,1,7,1,1,1
1215,6,1,1,4,3,2,8,1,1,1
1216,6,1,1,4,3,2,8,1,1,1
1217,5,1,1,3,3,2,8,1,1,1
1218,9,1,1,4,2,2,6,1,1,1
1219,2,1,1,2,2,1,15,2,1,1
1220,2,1,1,2,2,1,15,2,1,1
1221,8,1,1,4,3,2,8,1,1,1
1222,8,2,1,2,3,2,18,1,1,3
1223,2,1,1,2,6,1,10,1,1,1
1224,1,1,1,2,3,2,16,1,1,1
1225,10,3,2,4,2,3,2,3,2,3
1226,8,3,2,2,2,3,9,2,1,2
1227,9,1,1,4,2,2,6,1,1,1
1228,2,1,1,2,6,1,7,1,1,1
1229,10,2,1,1,4,2,3,1,1,1
1230,8,3,2,2,5,3,19,3,2,2
1231,10,1,1,4,3,2,8,1,1,1
1232,10,3,2,4,2,3,2,3,2,3
1233,9,2,1,1,4,1,3,1,1,1
1234,2,1,1,2,6,1,7,1,1,1
1235,5,1,1,3,3,2,8,1,1,1
1236,1,1,1,4,5,3,4,1,1,1
1237,9,3,2,4,2,3,5,3,2,3
1238,4,1,1,4,3,2,18,1,1,3
1239,6,3,2,2,2,3,9,2,1,2
1240,8,3,2,2,5,3,19,3,2,2
1241,2,1,1,2,6,1,17,1,1,1
1242,9,1,1,4,2,2,6,1,1,1
1243,5,1,1,3,3,2,8,1,1,1
1244,5,1,1,3,2,2,20,1,1,1
1245,4,1,1,4,3,2,8,1,1,1
1246,2,1,1,2,6,1,10,1,1,1
1247,2,3,2,2,5,3,19,3,2,2
1248,6,1,1,4,5,3,4,1,1,1
1249,5,1,1,3,3,2,8,1,1,1
1250,3,1,1,4,3,2,8,1,1,1
1251,2,1,1,2,6,1,17,1,1,1
1252,10,2,1,5,2,3,4,1,1,1
1253,5,1,1,3,5,2,8,1,1,1
1254,5,1,1,3,2,2,20,1,1,1
1255,5,1,1,3,3,1,8,1,1,1
